1over,2over,3over,4over,5over,6over,7over,8over,9over,10over,11over,12over,13over,14over,15over,16over,17over,18over,19over,20over,21over,22over,23over,24over,25over,26over,27over,28over,29over,30over,31over,32over,33over,34over,35over,36over,37over,38over,39over,40over,result,year
6/1,16/1,23/1,28/1,34/1,44/1,52/2,61/2,66/2,73/2,83/2,89/2,99/2,114/2,120/2,125/2,133/2,138/3,145/4,148/4,0/0,4/0,4/0,6/0,8/0,8/0,9/1,13/1,13/1,15/1,16/2,19/2,21/4,21/4,22/7,25/8,25/8,25/8,28/9,28/10,defend,2024
6/1,15/1,22/1,33/2,41/2,44/2,52/2,62/2,65/3,75/3,82/3,87/3,97/3,103/3,114/3,124/3,133/4,146/4,162/4,169/5,0/1,4/1,7/1,10/1,19/1,23/2,29/2,32/2,35/2,45/2,54/2,60/2,65/2,69/2,70/4,77/4,80/5,82/6,85/7,86/8,defend,2024
6/1,12/1,17/2,31/2,41/2,47/2,50/2,53/2,53/3,56/3,62/3,65/3,68/3,70/4,75/4,81/5,84/5,91/6,93/6,97/7,4/0,15/0,19/1,21/1,26/1,30/1,36/1,38/1,45/2,49/2,53/2,57/3,66/3,71/4,76/5,82/5,86/5,94/5,101/7,101/7,chased,2024
6/1,12/1,13/1,21/2,25/3,32/3,35/3,42/4,48/5,51/6,59/6,65/7,67/8,82/8,84/8,89/8,98/8,104/10,104/10,104/10,6/0,15/1,36/1,41/1,53/1,67/1,69/1,74/1,78/1,81/2,86/2,92/2,104/2,110/2,110/2,110/2,110/2,110/2,110/2,110/2,chased,2023
6/1,22/1,24/1,28/1,36/1,40/1,43/2,52/2,58/2,70/2,74/2,84/2,92/2,103/2,106/2,115/3,123/3,132/5,137/6,139/6,0/1,7/1,11/1,19/1,23/1,27/2,39/2,46/2,55/2,63/2,69/2,78/2,85/2,94/2,101/2,114/3,124/3,136/3,140/3,140/3,chased,2023
6/1,8/2,13/2,15/2,22/2,25/2,27/2,33/3,40/4,42/5,53/5,57/5,64/5,69/5,73/5,84/5,100/5,104/6,105/7,110/8,6/0,8/0,15/0,19/1,22/1,24/1,31/1,39/1,41/3,44/3,54/3,61/3,66/4,74/6,75/7,79/7,86/8,93/8,95/8,104/8,defend,2023
6/1,10/1,19/1,24/1,35/1,39/2,42/2,49/2,56/2,63/2,67/2,77/2,87/2,95/2,101/2,112/3,122/4,133/4,139/5,144/7,5/0,18/0,20/1,21/1,31/2,40/2,50/2,56/2,65/2,75/2,85/3,94/3,103/3,103/4,111/4,119/4,125/4,136/5,143/5,145/5,chased,2022
6/1,8/1,10/1,13/1,21/1,32/1,38/1,43/2,46/2,53/3,61/3,75/3,82/3,92/5,92/5,92/5,92/5,92/5,92/5,92/5,10/0,25/0,30/0,34/0,39/0,43/0,54/0,58/1,62/1,64/1,67/1,74/2,79/3,83/6,83/6,83/6,83/6,83/6,83/6,83/6,defend,2022
6/1,9/1,15/1,21/2,23/2,27/2,28/2,28/2,30/2,35/2,42/3,48/3,50/3,54/4,60/5,63/5,67/5,69/7,73/7,78/9,13/0,16/0,24/0,27/0,36/0,45/0,52/0,56/0,57/0,58/2,62/3,63/3,73/3,78/3,79/4,79/4,79/4,79/4,79/4,79/4,chased,2022
6/1,14/1,21/1,27/1,34/1,40/1,45/1,50/1,56/1,63/2,75/2,80/2,85/2,93/3,98/3,106/3,113/3,119/3,122/4,131/4,2/0,6/0,8/0,10/0,18/0,21/0,30/0,32/0,35/0,42/0,44/1,48/1,50/1,55/1,64/1,69/1,78/1,87/2,94/2,101/2,defend,2021
6/2,16/2,17/3,22/3,28/3,38/3,41/4,56/4,64/4,69/5,75/5,81/6,82/6,93/6,97/6,110/6,122/6,127/7,131/8,140/10,6/0,15/0,22/1,24/2,30/3,31/3,38/4,40/5,40/6,49/7,55/8,63/8,66/9,68/10,68/10,68/10,68/10,68/10,68/10,68/10,defend,2026
6/2,8/3,8/3,9/3,15/3,18/4,24/4,33/4,36/4,46/4,48/5,53/5,60/5,64/5,67/6,74/6,82/6,96/7,100/8,111/8,1/0,10/0,15/0,26/0,31/0,32/1,42/1,51/1,61/1,64/1,73/1,80/1,85/1,87/2,94/2,108/2,110/3,114/3,114/3,114/3,chased,2024
6/2,12/2,16/4,22/4,28/5,43/5,50/6,62/7,76/7,85/7,88/8,91/8,91/8,95/9,102/9,104/9,109/9,109/10,109/10,109/10,2/0,8/1,10/1,15/1,21/1,28/2,33/3,34/4,43/5,46/6,52/6,55/6,60/6,61/6,63/7,64/8,66/8,67/9,71/9,74/9,defend,2024
6/2,16/2,20/3,25/4,34/6,34/6,34/6,34/6,34/6,34/6,34/6,34/6,34/6,34/6,34/6,34/6,34/6,34/6,34/6,34/6,7/1,14/1,18/3,26/4,35/5,35/5,35/5,35/5,35/5,35/5,35/5,35/5,35/5,35/5,35/5,35/5,35/5,35/5,35/5,35/5,chased,2023
6/3,6/5,8/6,10/6,14/7,14/8,17/9,19/9,21/9,24/9,32/9,32/10,32/10,32/10,32/10,32/10,32/10,32/10,32/10,32/10,2/0,14/0,19/0,26/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,chased,2025
7/0,13/0,21/0,28/0,35/1,37/2,47/2,56/2,63/2,71/2,91/2,107/2,113/2,122/2,133/2,142/2,147/3,154/3,156/5,161/5,7/1,10/1,12/1,27/1,28/1,31/1,35/1,41/2,44/2,58/2,66/2,68/3,70/6,77/6,85/6,96/6,109/7,113/9,121/9,121/10,defend,2026
7/0,10/0,27/0,28/2,37/2,37/2,48/2,58/2,67/2,72/2,83/2,91/2,96/2,104/3,109/3,119/3,125/4,130/4,138/6,154/7,9/0,20/0,29/1,41/1,43/2,49/3,51/3,57/3,60/3,66/5,71/5,77/5,86/5,94/5,95/5,101/6,117/6,120/6,128/6,138/8,defend,2026
7/0,13/0,24/0,31/0,38/0,52/0,60/0,69/0,74/0,82/0,90/0,94/0,100/0,112/0,124/0,131/1,142/1,158/1,169/1,182/2,2/0,7/1,13/1,18/2,19/3,19/4,22/4,31/4,33/4,37/4,44/4,50/5,55/5,56/5,62/5,66/5,73/5,75/5,76/6,85/7,defend,2026
7/0,14/0,18/1,25/2,29/2,36/2,48/2,55/2,60/2,65/2,73/2,87/2,95/2,108/2,121/2,131/3,140/4,143/4,152/5,169/7,1/0,2/0,4/2,4/3,11/3,12/3,20/3,22/3,24/3,28/3,31/4,32/4,39/4,46/5,48/5,53/6,56/6,59/7,63/8,70/8,defend,2026
7/0,18/1,31/1,45/1,57/1,65/2,70/2,77/2,91/2,99/2,112/3,115/4,124/4,133/4,145/4,158/4,173/4,178/6,195/6,211/7,0/1,7/1,18/1,28/1,32/2,33/3,36/3,44/3,57/3,61/3,61/3,61/3,61/3,61/3,61/3,61/3,61/3,61/3,61/3,61/3,defend,2026
7/0,21/0,39/0,44/0,46/0,57/1,59/1,65/1,72/1,78/2,85/2,87/3,90/3,103/3,109/3,115/3,125/4,136/4,141/5,159/5,1/1,3/2,9/2,11/2,11/2,12/2,14/5,15/6,20/7,21/8,23/10,23/10,23/10,23/10,23/10,23/10,23/10,23/10,23/10,23/10,defend,2026
7/0,23/0,40/0,46/1,51/2,53/4,64/4,75/4,87/6,87/6,87/6,87/6,87/6,87/6,87/6,87/6,87/6,87/6,87/6,87/6,12/0,17/1,26/1,37/1,44/2,57/3,64/3,74/5,84/6,84/6,84/6,84/6,84/6,84/6,84/6,84/6,84/6,84/6,84/6,84/6,defend,2026
7/0,7/0,12/0,17/1,27/1,27/2,31/2,31/4,33/4,38/4,41/4,44/4,52/5,53/5,55/7,59/7,66/7,68/8,73/9,82/9,3/1,6/1,15/1,17/2,18/2,18/2,22/2,36/2,40/2,43/3,48/3,54/3,59/3,68/3,75/3,83/3,83/3,83/3,83/3,83/3,chased,2026
7/0,11/1,18/2,26/3,29/3,35/3,40/3,46/3,55/3,61/3,67/3,74/3,84/3,90/3,98/3,105/3,113/3,122/3,131/4,142/5,1/0,6/0,6/1,9/2,15/2,20/2,29/3,34/3,35/3,43/3,47/3,55/3,59/3,66/3,68/3,74/3,79/3,85/3,88/3,94/3,defend,2026
7/0,9/0,15/0,22/0,29/0,31/1,44/1,51/1,58/1,67/1,73/1,76/1,91/2,98/2,106/2,111/3,116/3,124/4,132/5,141/6,10/0,23/0,26/0,29/1,31/1,37/2,39/2,42/3,47/3,53/3,56/3,64/3,66/4,72/4,74/5,78/5,83/5,89/6,91/6,97/8,defend,2026
7/0,13/0,22/0,28/0,40/0,52/0,62/0,77/0,80/1,95/1,109/1,119/1,135/1,148/1,156/3,160/4,165/5,179/5,185/5,200/5,9/0,13/0,17/1,24/1,27/2,28/3,29/3,33/3,35/3,39/4,43/7,51/9,51/10,51/10,51/10,51/10,51/10,51/10,51/10,51/10,defend,2026
7/0,14/1,19/1,21/1,26/3,30/3,31/4,34/6,38/6,40/7,43/8,48/8,50/9,55/9,56/10,56/10,56/10,56/10,56/10,56/10,11/0,22/0,26/0,33/0,38/0,48/0,57/0,57/0,57/0,57/0,57/0,57/0,57/0,57/0,57/0,57/0,57/0,57/0,57/0,57/0,chased,2026
7/0,11/0,24/0,27/0,41/0,54/0,62/0,77/0,83/1,87/1,94/2,105/3,114/3,126/3,137/3,152/3,155/3,163/5,167/6,179/6,13/0,21/0,31/0,38/0,41/2,45/3,49/4,51/5,56/5,59/5,63/6,69/6,78/6,86/7,93/7,97/7,102/8,110/8,120/9,121/10,defend,2026
7/0,21/1,24/1,37/1,45/1,59/1,74/1,82/1,90/1,99/1,111/1,112/1,130/1,136/1,147/1,154/1,161/2,176/3,181/4,188/5,5/0,10/0,12/0,13/0,19/0,22/0,27/0,29/0,32/1,34/1,39/2,46/3,49/4,53/4,58/4,63/4,70/5,79/6,84/7,88/7,defend,2026
7/0,10/0,17/0,20/0,28/0,42/0,53/0,60/0,64/1,69/2,75/3,84/3,92/3,99/3,101/3,101/3,101/3,101/3,101/3,101/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,unknown,2025
7/0,8/0,14/0,19/1,23/1,26/1,31/1,39/1,46/1,50/1,55/1,59/1,62/2,71/2,74/2,83/3,91/4,95/4,95/6,100/7,5/0,6/1,10/1,14/1,24/1,26/1,28/1,28/2,33/2,38/2,42/3,47/3,55/3,60/3,66/3,74/4,76/6,81/6,91/7,98/7,defend,2025
7/0,9/1,12/2,14/2,18/3,19/3,24/3,28/3,29/4,35/4,45/4,49/4,57/4,64/4,72/4,82/5,89/6,97/6,106/6,126/6,3/0,18/0,23/0,24/1,27/1,37/1,44/1,52/1,59/1,73/1,80/1,82/2,86/3,97/4,106/4,110/4,115/5,118/6,121/8,125/10,defend,2025
7/0,17/1,29/1,31/1,41/1,45/1,49/1,57/1,65/1,73/1,81/1,90/1,96/1,105/1,107/1,116/1,121/1,127/1,143/1,151/1,8/1,17/3,20/4,24/6,26/6,26/8,34/9,37/10,37/10,37/10,37/10,37/10,37/10,37/10,37/10,37/10,37/10,37/10,37/10,37/10,defend,2025
7/0,13/0,17/0,22/0,24/1,33/1,38/1,45/1,56/1,59/2,66/2,69/3,76/3,76/3,76/3,76/3,76/3,76/3,76/3,76/3,6/1,9/3,17/3,24/4,40/4,56/4,56/4,56/4,56/4,56/4,56/4,56/4,56/4,56/4,56/4,56/4,56/4,56/4,56/4,56/4,chased,2025
7/0,8/0,15/1,16/1,25/2,27/2,29/2,36/4,39/4,41/5,46/5,48/5,48/7,49/8,53/9,56/9,56/10,56/10,56/10,56/10,1/0,9/1,11/1,16/2,19/2,27/2,32/2,38/2,40/2,48/2,57/2,57/2,57/2,57/2,57/2,57/2,57/2,57/2,57/2,57/2,chased,2025
7/0,12/0,17/0,30/0,37/0,49/0,72/0,81/1,86/3,86/3,86/3,86/3,86/3,86/3,86/3,86/3,86/3,86/3,86/3,86/3,10/0,13/2,18/2,32/2,41/2,43/2,48/2,55/2,67/3,67/3,67/3,67/3,67/3,67/3,67/3,67/3,67/3,67/3,67/3,67/3,defend,2025
7/0,16/0,18/1,36/1,49/1,68/1,72/1,80/1,91/1,93/3,103/4,108/4,113/5,118/6,120/6,135/6,136/7,149/7,158/7,162/9,15/0,26/0,27/0,41/0,50/0,59/0,68/0,73/0,79/0,88/1,99/1,105/1,113/1,119/1,132/1,135/2,143/2,154/2,163/3,163/3,chased,2025
7/0,25/0,34/0,46/0,55/1,63/1,72/1,78/1,84/2,88/2,92/3,97/3,101/4,103/5,110/5,117/5,122/5,133/5,147/5,164/5,1/1,5/1,10/1,12/1,13/2,18/2,28/2,30/2,32/3,36/3,41/3,53/3,56/4,63/4,68/4,74/4,82/4,89/4,106/4,112/5,defend,2025
7/0,16/0,23/0,27/2,29/2,38/2,45/2,50/2,58/2,67/2,77/2,84/2,89/2,97/2,103/2,112/3,119/3,127/3,136/3,145/4,4/0,5/1,5/2,14/2,19/2,20/2,21/2,23/2,26/2,27/3,29/3,29/3,41/4,41/6,45/6,50/6,50/6,52/7,53/8,54/10,defend,2025
7/0,11/0,12/0,13/0,25/0,27/1,31/1,34/2,39/2,40/2,45/4,52/4,56/4,67/4,72/5,78/7,80/7,82/7,86/8,92/10,2/0,9/2,11/2,15/2,18/2,24/2,27/3,36/3,44/4,48/4,56/4,59/5,59/5,59/5,59/5,59/5,59/5,59/5,59/5,59/5,chased,2025
7/0,11/0,17/0,20/2,23/2,28/2,31/2,38/2,40/2,42/3,52/3,60/3,69/3,84/3,89/3,98/3,102/3,108/3,111/4,119/6,5/1,20/1,25/1,35/1,41/1,44/1,52/1,55/1,60/1,64/1,72/1,74/3,79/3,86/3,88/4,95/5,105/5,113/5,120/5,120/5,chased,2025
7/0,8/0,13/0,14/1,21/1,22/1,31/1,37/1,44/1,48/1,52/1,55/2,65/2,71/3,75/3,80/3,86/4,98/4,101/5,107/5,1/0,9/0,13/1,16/1,23/1,29/1,31/1,33/1,40/1,45/1,47/2,50/2,57/3,59/4,68/4,71/5,78/5,80/6,85/6,87/7,defend,2025
7/0,10/1,20/1,28/1,37/1,46/1,57/1,68/2,80/2,95/2,105/2,113/2,115/3,121/3,131/3,143/3,150/3,156/5,168/5,177/5,10/1,11/1,13/1,15/1,18/2,18/2,18/3,22/3,23/3,25/3,25/5,30/6,30/7,31/7,33/7,36/8,37/9,37/10,37/10,37/10,defend,2025
7/0,12/0,14/0,16/0,29/0,33/0,45/0,66/0,81/0,88/1,95/1,104/1,106/1,112/1,117/1,128/1,136/1,147/2,151/3,159/4,7/0,15/0,16/0,19/1,21/1,22/1,26/1,38/1,46/1,48/4,54/4,56/6,56/7,57/8,61/8,67/8,67/8,70/9,73/9,74/9,defend,2025
7/0,9/0,10/0,14/0,25/0,26/0,34/0,36/0,43/0,50/0,65/1,72/1,77/1,82/2,90/2,100/2,110/2,114/3,127/3,139/4,2/0,9/1,14/1,16/1,22/1,26/2,31/2,34/3,39/6,39/7,50/7,56/7,73/7,78/7,82/8,83/9,85/9,85/9,92/9,93/10,defend,2025
7/0,18/0,22/0,26/0,31/0,47/0,61/0,67/0,71/1,77/1,83/1,90/2,93/2,102/2,114/2,120/2,126/2,129/3,135/3,149/3,1/0,2/0,4/1,8/2,15/2,20/3,20/3,24/3,28/4,32/4,38/6,39/7,41/8,45/8,48/8,53/9,57/9,60/10,60/10,60/10,defend,2025
7/0,11/0,14/1,18/1,26/1,35/1,39/3,42/3,47/4,58/4,67/4,72/4,79/5,83/6,87/6,92/6,93/6,100/6,107/7,115/7,1/0,13/0,20/0,37/0,47/0,62/0,70/0,82/0,84/2,85/2,98/2,104/2,109/2,112/3,116/3,116/3,116/3,116/3,116/3,116/3,chased,2025
7/0,13/0,15/0,22/0,28/0,30/0,34/1,38/1,46/1,48/1,51/1,54/1,62/1,67/1,71/1,77/2,86/2,91/2,101/3,108/4,4/0,15/0,24/0,27/0,31/2,38/2,40/2,51/2,55/2,64/2,65/3,69/3,73/4,74/6,75/9,78/9,80/10,80/10,80/10,80/10,defend,2025
7/0,11/1,12/3,16/3,19/3,20/3,21/4,23/5,28/5,29/6,33/6,36/7,36/7,37/7,40/7,43/9,46/10,46/10,46/10,46/10,7/0,24/0,29/0,32/1,35/2,40/3,46/3,50/3,50/3,50/3,50/3,50/3,50/3,50/3,50/3,50/3,50/3,50/3,50/3,50/3,chased,2025
7/0,8/0,9/0,15/0,30/0,43/0,59/0,63/1,68/1,78/2,80/3,92/3,98/3,108/3,115/3,125/3,136/3,142/4,150/4,160/5,8/0,14/2,17/2,26/2,29/3,31/3,42/3,47/3,53/4,55/4,64/4,73/5,80/5,85/6,87/8,90/9,92/10,92/10,92/10,92/10,defend,2025
7/0,22/0,29/1,31/1,37/2,40/2,41/2,43/3,48/3,54/3,60/3,63/3,65/4,67/5,68/5,69/6,71/7,74/7,78/7,84/7,6/0,15/0,23/1,30/1,39/1,48/1,51/1,54/1,58/1,67/1,72/1,83/1,85/1,85/1,85/1,85/1,85/1,85/1,85/1,85/1,chased,2025
7/0,14/0,20/0,32/0,39/1,51/1,57/1,60/2,64/3,66/4,72/4,77/4,91/4,97/4,100/5,113/5,124/5,126/5,135/5,147/6,9/0,10/0,17/0,32/0,47/0,54/0,60/0,70/0,80/0,85/1,90/1,97/1,103/1,113/1,117/1,118/3,132/3,140/3,149/3,149/3,chased,2024
7/0,10/0,17/0,21/0,27/0,40/0,44/0,54/0,63/0,68/0,75/0,81/0,89/0,90/1,109/1,115/1,124/1,148/1,162/1,176/1,8/1,9/1,9/3,11/3,12/3,14/4,19/5,20/5,21/5,22/5,27/6,27/9,28/10,28/10,28/10,28/10,28/10,28/10,28/10,28/10,defend,2024
7/0,10/0,11/1,15/1,17/1,21/1,26/1,31/1,34/2,38/2,43/2,43/4,44/4,45/5,47/5,56/5,59/6,63/6,64/8,67/9,5/0,9/0,10/1,13/1,13/1,24/1,30/1,40/1,46/1,50/1,56/1,66/1,70/1,70/1,70/1,70/1,70/1,70/1,70/1,70/1,chased,2024
7/0,11/0,20/0,27/1,29/2,33/2,38/2,41/2,49/2,52/2,53/2,56/2,62/2,73/3,81/3,87/3,92/4,104/4,115/4,122/5,2/1,5/1,8/1,13/1,18/1,27/1,32/1,32/4,34/4,35/4,38/5,44/5,48/5,50/6,52/8,58/8,67/8,70/9,72/10,72/10,defend,2024
7/0,11/0,14/0,18/1,22/1,39/1,48/1,49/1,52/1,63/1,65/1,67/2,70/2,77/2,83/3,86/4,88/4,95/4,106/4,112/5,12/2,15/3,19/4,25/4,27/5,32/5,37/5,41/6,45/6,51/6,56/7,59/7,71/7,74/7,82/7,88/7,97/8,106/9,113/9,118/10,unknown,2024
7/0,13/0,22/0,30/0,34/0,40/1,53/1,62/2,67/2,71/3,76/3,81/3,86/3,90/4,96/4,100/5,108/5,127/5,141/5,155/6,4/1,6/1,15/1,17/2,19/3,26/3,32/3,36/4,37/5,39/5,44/7,47/7,48/8,53/9,57/9,63/9,71/9,78/9,78/10,78/10,defend,2024
7/0,9/0,18/2,24/2,30/2,37/2,42/2,52/2,60/2,65/2,71/2,80/3,91/3,95/4,101/5,115/5,127/5,132/5,139/6,151/8,5/0,13/0,25/0,29/1,39/1,41/2,48/3,57/3,63/3,67/3,75/3,79/3,82/3,90/3,99/3,111/4,112/5,124/5,138/5,142/9,defend,2024
7/0,10/1,18/2,23/2,27/2,35/2,39/2,42/2,44/2,53/2,62/2,68/2,72/3,78/3,86/3,94/3,103/4,114/4,124/4,134/5,2/0,4/0,16/0,25/0,33/1,43/1,53/1,63/1,69/1,74/1,81/1,93/1,108/1,116/1,121/2,124/2,131/2,135/2,135/2,135/2,chased,2024
7/0,19/0,27/0,35/0,46/0,54/0,61/0,67/0,71/2,74/2,82/3,90/3,98/3,110/3,123/3,137/4,146/4,155/4,166/4,178/4,9/0,14/1,16/1,17/2,22/2,28/2,28/3,38/3,38/5,40/6,43/6,50/6,56/6,57/6,61/6,63/7,73/7,78/7,81/8,84/9,defend,2024
7/0,14/0,23/0,26/0,31/0,37/0,52/0,65/0,70/0,78/0,80/1,85/1,95/1,102/1,116/1,132/1,142/1,152/1,157/3,158/4,5/0,11/0,14/0,16/0,17/0,22/0,24/0,24/0,30/1,30/1,37/1,38/1,40/3,48/4,49/5,55/6,57/6,58/6,60/8,63/9,defend,2024
7/0,14/0,20/1,26/1,31/1,33/1,36/2,36/2,43/3,44/4,50/4,55/4,61/4,66/4,67/6,71/6,78/7,79/7,85/8,90/8,7/0,7/0,12/0,14/1,19/1,27/1,33/1,38/1,47/1,53/1,61/1,64/1,71/1,80/1,89/1,93/1,93/1,93/1,93/1,93/1,chased,2024
7/0,9/0,10/0,18/0,32/0,34/0,42/1,48/1,54/2,59/2,68/2,76/2,79/4,83/4,89/5,99/6,105/6,116/6,125/6,134/8,2/0,9/0,15/1,22/1,31/1,43/1,49/1,55/1,60/1,70/2,76/3,83/3,95/3,102/4,109/4,112/5,122/6,132/6,137/6,137/6,chased,2024
7/0,9/0,10/0,13/0,19/0,21/1,25/1,33/1,36/1,41/1,43/2,45/3,48/3,50/4,56/4,63/4,69/4,73/4,75/5,82/5,11/0,13/1,19/1,24/1,28/1,33/3,35/4,37/4,39/5,43/6,44/8,46/8,51/9,54/10,54/10,54/10,54/10,54/10,54/10,54/10,defend,2024
7/0,16/0,19/0,26/1,31/1,45/1,52/1,60/1,62/1,73/1,82/2,99/2,102/3,108/3,121/3,132/3,144/3,156/3,165/4,181/4,9/0,12/0,12/1,18/1,23/1,36/1,41/1,55/1,63/2,70/2,76/2,87/3,88/4,98/4,112/4,122/4,130/4,146/4,159/4,168/4,defend,2024
7/0,21/0,30/0,32/0,37/0,41/0,50/0,55/0,62/1,70/1,76/1,87/1,98/1,102/2,105/3,114/5,122/5,127/6,133/7,136/9,5/0,12/0,16/0,27/0,38/0,45/0,51/0,56/1,59/1,65/1,70/1,76/1,78/2,82/2,89/3,92/4,95/6,101/6,104/7,109/9,defend,2024
7/0,9/1,15/1,16/2,17/2,22/2,23/2,33/2,33/2,39/2,40/2,43/2,45/2,49/2,55/2,64/2,71/2,73/3,78/3,84/5,2/0,5/1,12/1,17/1,22/2,29/2,43/2,46/2,55/3,56/4,61/4,70/4,70/5,79/5,86/5,86/5,86/5,86/5,86/5,86/5,chased,2024
7/0,11/0,13/1,20/1,27/2,30/2,34/2,38/2,42/2,44/2,49/2,56/2,62/2,69/3,78/3,83/5,87/7,95/7,99/7,104/10,2/0,12/0,15/0,18/1,25/1,29/1,36/1,46/2,51/2,59/2,66/3,73/3,75/3,80/3,83/5,88/5,96/5,103/5,105/5,105/5,chased,2024
7/0,8/0,13/1,18/2,25/3,30/3,32/4,37/5,40/5,41/5,43/6,44/7,49/7,53/7,54/10,54/10,54/10,54/10,54/10,54/10,2/2,9/2,14/3,16/3,20/3,25/3,30/3,34/3,35/3,37/4,39/4,53/4,55/4,55/4,55/4,55/4,55/4,55/4,55/4,55/4,chased,2024
7/0,10/0,19/0,19/0,32/0,33/0,38/2,46/2,48/2,51/2,57/2,63/3,68/3,78/3,84/3,86/5,93/6,100/7,106/7,117/9,0/0,1/1,3/2,4/5,5/5,5/6,5/6,8/6,8/9,8/10,8/10,8/10,8/10,8/10,8/10,8/10,8/10,8/10,8/10,8/10,defend,2024
7/0,14/0,24/0,32/0,41/0,45/1,51/1,56/2,68/2,71/2,77/2,87/2,91/2,103/2,117/2,129/2,138/2,147/2,156/3,165/5,3/0,8/1,18/1,32/1,32/2,39/2,42/2,52/3,54/3,58/3,69/4,71/5,87/5,89/7,93/8,95/9,95/10,95/10,95/10,95/10,defend,2023
7/0,13/0,24/0,31/0,38/0,49/0,56/0,67/0,79/1,84/1,90/1,99/1,107/3,114/3,129/3,142/3,150/3,167/3,175/3,189/3,12/0,18/0,19/1,30/1,32/2,36/2,41/2,48/2,54/2,64/3,72/3,78/3,90/3,96/3,100/4,103/5,107/5,110/6,113/8,118/8,defend,2023
7/0,10/0,16/1,21/1,25/1,29/1,40/3,46/3,57/3,62/4,67/4,69/5,79/5,88/5,93/5,103/5,114/5,124/5,139/5,147/6,5/0,12/1,24/1,26/1,27/2,30/2,37/2,42/2,50/2,54/3,60/3,64/5,72/5,83/5,86/5,98/5,104/6,107/6,111/7,120/9,defend,2023
7/0,12/0,24/0,32/0,36/0,48/0,51/0,54/0,64/0,67/0,76/0,83/0,87/1,96/1,108/1,119/1,129/1,136/1,143/2,150/3,6/0,13/0,21/0,27/1,31/1,40/1,44/1,49/1,57/2,63/2,67/3,79/3,94/3,101/4,106/4,123/4,129/4,135/4,143/5,151/5,chased,2023
7/0,11/0,25/0,29/0,31/0,46/0,52/0,59/0,63/0,72/0,76/1,80/1,90/1,93/1,99/1,110/1,113/2,124/2,136/3,150/3,2/0,12/0,14/0,23/1,27/1,34/1,44/1,56/1,64/1,75/1,79/1,89/1,92/2,98/2,108/3,120/3,132/3,139/3,150/3,156/3,chased,2023
7/0,12/1,18/1,21/2,25/2,27/2,34/2,41/2,50/2,55/2,59/2,65/3,75/3,80/3,86/3,90/3,93/4,96/5,98/7,102/9,5/0,12/1,13/1,16/2,19/2,28/2,32/2,36/2,40/2,46/2,57/2,62/2,65/3,69/4,76/4,85/4,88/6,101/6,103/6,103/6,chased,2023
7/0,9/0,14/1,18/2,22/2,30/2,36/3,39/3,42/4,45/4,49/4,50/5,52/6,58/6,59/6,71/6,74/6,75/10,75/10,75/10,1/0,4/0,9/0,20/0,25/0,37/0,41/1,44/1,48/1,53/1,59/1,70/2,71/2,76/2,76/2,76/2,76/2,76/2,76/2,76/2,chased,2023
7/0,14/0,17/0,21/0,34/0,41/0,47/0,53/0,64/0,64/1,71/2,78/2,90/2,92/3,95/3,99/4,112/4,115/5,130/5,137/5,3/0,10/0,14/0,29/0,31/1,39/1,42/1,50/1,60/1,67/1,72/1,77/1,91/1,95/2,101/2,101/2,101/2,101/2,101/2,101/2,chased,2023
7/0,12/0,21/0,23/0,33/0,34/1,39/2,40/4,43/4,44/4,46/5,52/6,56/7,58/8,58/8,65/8,69/9,74/9,75/10,75/10,3/1,9/1,18/1,19/1,26/1,32/1,33/2,35/2,38/2,40/2,40/3,44/4,48/5,51/6,56/6,59/9,59/10,59/10,59/10,59/10,defend,2023
7/0,9/1,9/2,11/2,13/2,17/2,24/2,29/2,32/2,37/2,44/3,48/3,58/3,63/3,67/3,69/4,78/4,85/6,90/6,101/6,5/1,12/1,20/1,27/1,33/1,37/1,37/1,37/1,37/1,37/1,37/1,37/1,37/1,37/1,37/1,37/1,37/1,37/1,37/1,37/1,chased,2023
7/0,9/1,10/1,10/2,21/2,26/3,29/3,31/4,40/6,44/8,52/8,57/8,61/10,61/10,61/10,61/10,61/10,61/10,61/10,61/10,16/0,20/0,23/0,30/0,34/0,44/1,58/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,chased,2023
7/0,27/0,34/0,42/0,54/0,70/0,78/0,93/0,109/0,122/0,137/0,145/0,161/0,172/0,183/0,193/0,207/0,214/1,224/1,234/1,1/2,3/2,7/3,12/3,12/4,12/5,21/5,21/5,24/5,24/6,24/7,24/8,26/10,26/10,26/10,26/10,26/10,26/10,26/10,26/10,defend,2023
7/0,11/1,20/1,26/1,31/1,42/1,49/1,54/2,62/2,65/3,76/3,83/3,94/3,102/3,102/4,108/4,113/5,122/5,128/6,131/6,3/0,5/0,8/0,12/0,13/1,21/1,22/3,25/3,30/3,35/5,36/6,39/6,43/7,43/8,45/8,45/10,45/10,45/10,45/10,45/10,defend,2023
